t_sec,id1_shoulder_pan[mA],id2_shoulder_lift[mA],id3_elbow_flex[mA],id4_wrist_flex[mA],id5_wrist_roll[mA],id6_gripper[mA]
11.583,0.0,0.0,0.0,0.0,0.0,0.0
11.604,0.0,0.0,0.0,0.0,0.0,0.0
11.625,0.0,0.0,0.0,0.0,0.0,0.0
11.659,0.0,0.0,0.0,0.0,0.0,0.0
11.68,0.0,0.0,0.0,0.0,0.0,0.0
11.701,0.0,0.0,0.0,0.0,0.0,0.0
11.722,0.0,0.0,0.0,0.0,0.0,0.0
11.743,0.0,0.0,0.0,0.0,0.0,0.0
11.776,0.0,0.0,0.0,0.0,0.0,0.0
11.797,0.0,0.0,0.0,0.0,0.0,0.0
11.818,0.0,0.0,0.0,0.0,0.0,0.0
11.839,0.0,0.0,0.0,0.0,0.0,0.0
11.86,0.0,0.0,0.0,0.0,0.0,0.0
11.895,0.0,0.0,0.0,0.0,0.0,0.0
11.916,0.0,0.0,0.0,0.0,0.0,0.0
11.937,0.0,0.0,0.0,0.0,0.0,0.0
11.958,0.0,0.0,0.0,0.0,0.0,0.0
11.979,0.0,0.0,0.0,0.0,0.0,0.0
12.013,0.0,0.0,0.0,0.0,0.0,0.0
12.034,0.0,0.0,0.0,0.0,0.0,0.0
12.055,0.0,0.0,0.0,0.0,0.0,0.0
12.076,0.0,0.0,0.0,0.0,0.0,0.0
12.097,0.0,0.0,0.0,0.0,0.0,0.0
12.13,0.0,0.0,0.0,0.0,0.0,0.0
12.151,0.0,0.0,0.0,0.0,0.0,0.0
12.173,0.0,0.0,0.0,0.0,0.0,0.0
12.194,0.0,0.0,0.0,0.0,0.0,0.0
12.215,0.0,0.0,0.0,0.0,0.0,0.0
12.248,0.0,0.0,0.0,0.0,0.0,0.0
12.269,0.0,0.0,0.0,0.0,0.0,0.0
12.29,0.0,0.0,0.0,0.0,0.0,0.0
12.31,0.0,0.0,0.0,0.0,0.0,0.0
12.331,0.0,0.0,0.0,0.0,0.0,0.0
12.364,0.0,0.0,0.0,0.0,0.0,0.0
12.385,0.0,0.0,0.0,0.0,0.0,0.0
12.406,0.0,0.0,0.0,0.0,0.0,0.0
12.427,0.0,0.0,0.0,0.0,0.0,0.0
12.448,0.0,0.0,0.0,0.0,0.0,0.0
12.481,0.0,0.0,0.0,0.0,0.0,0.0
12.502,0.0,0.0,0.0,0.0,0.0,0.0
12.523,0.0,0.0,0.0,0.0,0.0,0.0
12.544,0.0,0.0,0.0,0.0,0.0,0.0
12.565,0.0,0.0,0.0,0.0,0.0,0.0
12.599,0.0,0.0,0.0,0.0,0.0,0.0
12.62,0.0,0.0,0.0,0.0,0.0,0.0
12.641,0.0,0.0,0.0,0.0,0.0,0.0
12.662,0.0,0.0,0.0,0.0,0.0,0.0
12.683,0.0,0.0,0.0,0.0,0.0,0.0
12.716,0.0,0.0,0.0,0.0,0.0,0.0
12.737,0.0,0.0,0.0,0.0,0.0,0.0
12.758,0.0,0.0,0.0,0.0,0.0,0.0
12.779,0.0,0.0,0.0,0.0,0.0,0.0
12.8,0.0,0.0,0.0,0.0,0.0,0.0
12.833,0.0,0.0,0.0,0.0,0.0,0.0
12.854,0.0,0.0,0.0,0.0,0.0,0.0
12.875,0.0,0.0,0.0,0.0,0.0,0.0
12.896,0.0,0.0,0.0,0.0,0.0,0.0
12.917,0.0,0.0,0.0,0.0,0.0,0.0
12.951,0.0,0.0,0.0,0.0,0.0,0.0
12.972,0.0,0.0,0.0,0.0,0.0,0.0
12.993,0.0,0.0,0.0,0.0,0.0,0.0
13.014,0.0,0.0,0.0,0.0,0.0,0.0
13.035,0.0,0.0,0.0,0.0,0.0,0.0
13.069,0.0,0.0,0.0,0.0,0.0,0.0
13.09,0.0,0.0,0.0,0.0,0.0,0.0
13.111,0.0,0.0,0.0,0.0,0.0,0.0
13.132,0.0,0.0,0.0,0.0,0.0,0.0
13.153,0.0,0.0,0.0,0.0,0.0,0.0
13.187,0.0,0.0,0.0,0.0,0.0,0.0
13.208,0.0,0.0,0.0,0.0,0.0,0.0
13.229,0.0,0.0,0.0,0.0,0.0,0.0
13.25,0.0,0.0,0.0,0.0,0.0,0.0
13.271,0.0,0.0,0.0,0.0,0.0,0.0
13.305,0.0,0.0,0.0,0.0,0.0,0.0
13.326,0.0,0.0,0.0,0.0,0.0,0.0
13.347,0.0,0.0,0.0,0.0,0.0,0.0
13.368,0.0,0.0,0.0,0.0,0.0,0.0
13.389,0.0,0.0,0.0,0.0,0.0,0.0
13.423,0.0,0.0,0.0,0.0,0.0,0.0
13.444,0.0,0.0,0.0,0.0,0.0,0.0
13.465,0.0,0.0,0.0,0.0,0.0,0.0
13.486,0.0,0.0,0.0,0.0,0.0,0.0
13.507,0.0,0.0,0.0,0.0,0.0,0.0
13.541,0.0,0.0,0.0,0.0,0.0,0.0
13.562,0.0,0.0,0.0,0.0,0.0,0.0
13.583,0.0,0.0,0.0,0.0,0.0,0.0
13.604,0.0,0.0,0.0,0.0,0.0,0.0
13.625,0.0,0.0,0.0,0.0,0.0,0.0
13.66,0.0,0.0,0.0,0.0,0.0,0.0
13.681,0.0,0.0,0.0,0.0,0.0,0.0
13.702,0.0,0.0,0.0,0.0,0.0,0.0
13.723,0.0,0.0,0.0,0.0,0.0,0.0
13.744,0.0,0.0,0.0,0.0,0.0,0.0
13.778,0.0,0.0,0.0,0.0,0.0,0.0
13.799,0.0,0.0,0.0,0.0,0.0,0.0
13.82,0.0,0.0,0.0,0.0,0.0,0.0
13.841,0.0,0.0,0.0,0.0,0.0,0.0
13.862,0.0,0.0,0.0,0.0,0.0,0.0
13.897,0.0,0.0,0.0,0.0,0.0,0.0
13.918,0.0,0.0,0.0,0.0,0.0,0.0
13.939,0.0,0.0,0.0,0.0,0.0,0.0
13.96,0.0,0.0,0.0,0.0,0.0,0.0
13.981,0.0,0.0,0.0,0.0,0.0,0.0
14.017,0.0,0.0,0.0,0.0,0.0,0.0
14.038,0.0,0.0,0.0,0.0,0.0,0.0
14.059,0.0,0.0,0.0,0.0,0.0,0.0
14.08,0.0,0.0,0.0,0.0,0.0,0.0
14.101,0.0,0.0,0.0,0.0,0.0,0.0
14.133,0.0,0.0,0.0,0.0,0.0,0.0
14.154,0.0,0.0,0.0,0.0,0.0,0.0
14.175,0.0,0.0,0.0,0.0,0.0,0.0
14.196,0.0,0.0,0.0,0.0,0.0,0.0
14.217,0.0,0.0,0.0,0.0,0.0,0.0
14.255,0.0,0.0,0.0,0.0,0.0,0.0
14.275,0.0,0.0,0.0,0.0,0.0,0.0
14.296,0.0,0.0,0.0,0.0,0.0,0.0
14.317,0.0,0.0,0.0,0.0,0.0,0.0
14.338,0.0,0.0,0.0,0.0,0.0,0.0
14.372,0.0,0.0,0.0,0.0,0.0,0.0
14.393,0.0,0.0,0.0,0.0,0.0,0.0
14.414,0.0,0.0,0.0,0.0,0.0,0.0
14.435,0.0,0.0,0.0,0.0,0.0,0.0
14.456,0.0,0.0,0.0,0.0,0.0,0.0
14.49,0.0,0.0,0.0,0.0,0.0,0.0
14.511,0.0,0.0,0.0,0.0,0.0,0.0
14.532,0.0,0.0,0.0,0.0,0.0,0.0
14.553,0.0,0.0,0.0,0.0,0.0,0.0
14.574,0.0,0.0,0.0,0.0,0.0,0.0
14.608,0.0,0.0,0.0,0.0,0.0,0.0
14.629,0.0,0.0,0.0,0.0,0.0,0.0
14.65,0.0,0.0,0.0,0.0,0.0,0.0
14.671,0.0,0.0,0.0,0.0,0.0,0.0
14.692,0.0,0.0,0.0,0.0,0.0,0.0
14.726,0.0,0.0,0.0,0.0,0.0,0.0
14.746,0.0,0.0,0.0,0.0,0.0,0.0
14.767,0.0,0.0,0.0,0.0,0.0,0.0
14.788,0.0,0.0,0.0,0.0,0.0,0.0
14.809,0.0,0.0,0.0,0.0,0.0,0.0
14.843,0.0,0.0,0.0,0.0,0.0,0.0
14.864,0.0,0.0,0.0,0.0,0.0,0.0
14.885,0.0,0.0,0.0,0.0,0.0,0.0
14.906,0.0,0.0,0.0,0.0,0.0,0.0
14.927,0.0,0.0,0.0,0.0,0.0,0.0
14.961,0.0,0.0,0.0,0.0,0.0,0.0
14.982,0.0,0.0,0.0,0.0,0.0,0.0
15.003,0.0,0.0,0.0,0.0,0.0,0.0
15.024,0.0,0.0,0.0,0.0,0.0,0.0
15.045,0.0,0.0,0.0,0.0,0.0,0.0
15.08,0.0,0.0,0.0,0.0,0.0,0.0
15.101,0.0,0.0,0.0,0.0,0.0,0.0
15.122,0.0,0.0,0.0,0.0,0.0,0.0
15.143,0.0,0.0,0.0,0.0,0.0,0.0
15.164,0.0,0.0,0.0,0.0,0.0,0.0
15.197,0.0,0.0,0.0,0.0,0.0,0.0
15.218,0.0,0.0,0.0,0.0,0.0,0.0
15.239,0.0,0.0,0.0,0.0,0.0,0.0
15.26,0.0,0.0,0.0,0.0,0.0,0.0
15.281,0.0,0.0,0.0,0.0,0.0,0.0
15.316,0.0,0.0,0.0,0.0,0.0,0.0
15.337,0.0,0.0,0.0,0.0,0.0,0.0
15.358,0.0,0.0,0.0,0.0,0.0,0.0
15.379,0.0,0.0,0.0,0.0,0.0,0.0
15.4,0.0,0.0,0.0,0.0,0.0,0.0
15.434,0.0,0.0,0.0,0.0,0.0,0.0
15.455,0.0,0.0,0.0,0.0,0.0,0.0
15.475,0.0,0.0,0.0,0.0,0.0,0.0
15.496,0.0,0.0,0.0,0.0,0.0,0.0
15.516,0.0,0.0,0.0,0.0,0.0,0.0
15.552,0.0,0.0,0.0,0.0,0.0,0.0
15.573,0.0,0.0,0.0,0.0,0.0,0.0
15.594,0.0,0.0,0.0,0.0,0.0,0.0
15.615,0.0,0.0,0.0,0.0,0.0,0.0
15.635,0.0,0.0,0.0,0.0,0.0,0.0
15.67,0.0,0.0,0.0,0.0,0.0,0.0
15.691,0.0,0.0,0.0,0.0,0.0,0.0
15.712,0.0,0.0,0.0,0.0,0.0,0.0
15.733,0.0,0.0,0.0,0.0,0.0,0.0
15.754,0.0,0.0,0.0,0.0,0.0,0.0
15.788,0.0,0.0,0.0,0.0,0.0,0.0
15.809,0.0,0.0,0.0,0.0,0.0,0.0
15.83,0.0,0.0,0.0,0.0,0.0,0.0
15.851,0.0,0.0,0.0,0.0,0.0,0.0
15.872,0.0,0.0,0.0,0.0,0.0,0.0
15.905,0.0,0.0,0.0,0.0,0.0,0.0
15.926,0.0,0.0,0.0,0.0,0.0,0.0
15.947,0.0,0.0,0.0,0.0,0.0,0.0
15.968,0.0,0.0,0.0,0.0,0.0,0.0
15.989,0.0,0.0,0.0,0.0,0.0,0.0
16.023,0.0,0.0,0.0,0.0,0.0,0.0
16.044,0.0,0.0,0.0,0.0,0.0,0.0
16.065,0.0,0.0,0.0,0.0,0.0,0.0
16.086,0.0,0.0,0.0,0.0,0.0,0.0
16.107,0.0,0.0,0.0,0.0,0.0,0.0
16.142,0.0,0.0,0.0,0.0,0.0,0.0
16.162,0.0,0.0,0.0,0.0,0.0,0.0
16.183,0.0,0.0,0.0,0.0,0.0,0.0
16.204,0.0,0.0,0.0,0.0,0.0,0.0
16.225,0.0,0.0,0.0,0.0,0.0,0.0
16.259,0.0,0.0,0.0,0.0,0.0,0.0
16.28,0.0,0.0,0.0,0.0,0.0,0.0
16.301,0.0,0.0,0.0,0.0,0.0,0.0
16.322,0.0,0.0,0.0,0.0,0.0,0.0
16.343,0.0,0.0,0.0,0.0,0.0,0.0
16.378,0.0,0.0,0.0,0.0,0.0,0.0
16.399,0.0,0.0,0.0,0.0,0.0,0.0
16.42,0.0,0.0,0.0,0.0,0.0,0.0
16.441,0.0,0.0,0.0,0.0,0.0,0.0
16.462,0.0,0.0,0.0,0.0,0.0,0.0
16.497,0.0,0.0,0.0,0.0,0.0,0.0
16.518,0.0,0.0,0.0,0.0,0.0,0.0
16.539,0.0,0.0,0.0,0.0,0.0,0.0
16.56,0.0,0.0,0.0,0.0,0.0,0.0
16.581,0.0,0.0,0.0,0.0,0.0,0.0
16.615,0.0,0.0,0.0,0.0,0.0,0.0
16.636,0.0,0.0,0.0,0.0,0.0,0.0
16.657,0.0,0.0,0.0,0.0,0.0,0.0
16.678,0.0,0.0,0.0,0.0,0.0,0.0
16.699,0.0,0.0,0.0,0.0,0.0,0.0
16.733,0.0,0.0,0.0,0.0,0.0,0.0
16.754,0.0,0.0,0.0,0.0,0.0,0.0
16.775,0.0,0.0,0.0,0.0,0.0,0.0
16.796,0.0,0.0,0.0,0.0,0.0,0.0
16.817,0.0,0.0,0.0,0.0,0.0,0.0
16.852,0.0,0.0,0.0,0.0,0.0,0.0
16.873,0.0,0.0,0.0,0.0,0.0,0.0
16.894,0.0,0.0,0.0,0.0,0.0,0.0
16.915,0.0,0.0,0.0,0.0,0.0,0.0
16.936,0.0,0.0,0.0,0.0,0.0,0.0
16.971,0.0,0.0,0.0,0.0,0.0,0.0
16.992,0.0,0.0,0.0,0.0,0.0,0.0
17.013,0.0,0.0,0.0,0.0,0.0,0.0
17.034,0.0,0.0,0.0,0.0,0.0,0.0
17.055,0.0,0.0,0.0,0.0,0.0,0.0
17.089,0.0,0.0,0.0,0.0,0.0,0.0
17.11,0.0,0.0,0.0,0.0,0.0,0.0
17.131,0.0,0.0,0.0,0.0,0.0,0.0
17.152,0.0,0.0,0.0,0.0,0.0,0.0
17.173,0.0,0.0,0.0,0.0,0.0,0.0
17.208,0.0,0.0,0.0,0.0,0.0,0.0
17.229,0.0,0.0,0.0,0.0,0.0,0.0
17.25,0.0,0.0,0.0,0.0,0.0,0.0
17.271,0.0,0.0,0.0,0.0,0.0,0.0
17.292,0.0,0.0,0.0,0.0,0.0,0.0
17.327,0.0,0.0,0.0,0.0,0.0,0.0
17.348,0.0,0.0,0.0,0.0,0.0,0.0
17.369,0.0,0.0,0.0,0.0,0.0,0.0
17.39,0.0,0.0,0.0,0.0,0.0,0.0
17.411,0.0,0.0,0.0,0.0,0.0,0.0
17.445,0.0,0.0,0.0,0.0,0.0,0.0
17.466,0.0,0.0,0.0,0.0,0.0,0.0
17.487,0.0,0.0,0.0,0.0,0.0,0.0
17.508,0.0,0.0,0.0,0.0,0.0,0.0
17.529,0.0,0.0,0.0,0.0,0.0,0.0
17.564,0.0,0.0,0.0,0.0,0.0,0.0
17.585,0.0,0.0,0.0,0.0,0.0,0.0
17.606,0.0,0.0,0.0,0.0,0.0,0.0
17.627,0.0,0.0,0.0,0.0,0.0,0.0
17.648,0.0,0.0,0.0,0.0,0.0,0.0
17.683,0.0,0.0,0.0,0.0,0.0,0.0
17.704,0.0,0.0,0.0,0.0,0.0,0.0
17.725,0.0,0.0,0.0,0.0,0.0,0.0
17.746,0.0,0.0,0.0,0.0,0.0,0.0
17.767,0.0,0.0,0.0,0.0,0.0,0.0
17.802,0.0,0.0,0.0,0.0,0.0,0.0
17.823,0.0,0.0,0.0,0.0,0.0,0.0
17.844,0.0,0.0,0.0,0.0,0.0,0.0
17.865,0.0,0.0,0.0,0.0,0.0,0.0
17.886,0.0,0.0,0.0,0.0,0.0,0.0
17.921,0.0,0.0,0.0,0.0,0.0,0.0
17.942,0.0,0.0,0.0,0.0,0.0,0.0
17.963,0.0,0.0,0.0,0.0,0.0,0.0
17.984,0.0,0.0,0.0,0.0,0.0,0.0
18.005,0.0,0.0,0.0,0.0,0.0,0.0
18.04,0.0,0.0,0.0,0.0,0.0,0.0
18.061,0.0,0.0,0.0,0.0,0.0,0.0
18.082,0.0,0.0,0.0,0.0,0.0,0.0
18.103,0.0,0.0,0.0,0.0,0.0,0.0
18.124,0.0,0.0,0.0,0.0,0.0,0.0
18.159,0.0,0.0,0.0,0.0,0.0,0.0
18.18,0.0,0.0,0.0,0.0,0.0,0.0
18.201,0.0,0.0,0.0,0.0,0.0,0.0
18.222,0.0,0.0,0.0,0.0,0.0,0.0
18.243,0.0,0.0,0.0,0.0,0.0,0.0
18.278,0.0,0.0,0.0,0.0,0.0,0.0
18.298,0.0,0.0,0.0,0.0,0.0,0.0
18.319,0.0,0.0,0.0,0.0,0.0,0.0
18.34,0.0,0.0,0.0,0.0,0.0,0.0
18.361,0.0,0.0,0.0,0.0,0.0,0.0
18.396,0.0,0.0,0.0,0.0,0.0,0.0
18.416,0.0,0.0,0.0,0.0,0.0,0.0
18.438,0.0,0.0,0.0,0.0,0.0,0.0
18.459,0.0,0.0,0.0,0.0,0.0,0.0
18.48,0.0,0.0,0.0,0.0,0.0,0.0
18.515,0.0,0.0,0.0,0.0,0.0,0.0
18.535,0.0,0.0,0.0,0.0,0.0,0.0
18.556,0.0,0.0,0.0,0.0,0.0,0.0
18.577,0.0,0.0,0.0,0.0,0.0,0.0
18.598,0.0,0.0,0.0,0.0,0.0,0.0
18.63,0.0,0.0,0.0,0.0,0.0,0.0
18.651,0.0,0.0,0.0,0.0,0.0,0.0
18.672,0.0,0.0,0.0,0.0,0.0,0.0
18.693,0.0,0.0,0.0,0.0,0.0,0.0
18.715,0.0,0.0,0.0,0.0,0.0,0.0
18.748,0.0,0.0,0.0,0.0,0.0,0.0
18.769,0.0,0.0,0.0,0.0,0.0,0.0
18.79,0.0,0.0,0.0,0.0,0.0,0.0
18.811,0.0,0.0,0.0,0.0,0.0,0.0
18.832,0.0,0.0,0.0,0.0,0.0,0.0
18.866,0.0,0.0,0.0,0.0,0.0,0.0
18.887,0.0,0.0,0.0,0.0,0.0,0.0
18.908,0.0,0.0,0.0,0.0,0.0,0.0
18.929,0.0,0.0,0.0,0.0,0.0,0.0
18.95,0.0,0.0,0.0,0.0,0.0,0.0
18.983,0.0,0.0,0.0,0.0,0.0,0.0
19.004,0.0,0.0,0.0,0.0,0.0,0.0
19.025,0.0,0.0,0.0,0.0,0.0,0.0
19.047,0.0,0.0,0.0,0.0,0.0,0.0
19.068,0.0,0.0,0.0,0.0,0.0,0.0
19.101,0.0,0.0,0.0,0.0,0.0,0.0
19.122,0.0,0.0,0.0,0.0,0.0,0.0
19.143,0.0,0.0,0.0,0.0,0.0,0.0
19.164,0.0,0.0,0.0,0.0,0.0,0.0
19.185,0.0,0.0,0.0,0.0,0.0,0.0
19.221,0.0,0.0,0.0,0.0,0.0,0.0
19.242,0.0,0.0,0.0,0.0,0.0,0.0
19.263,0.0,0.0,0.0,0.0,0.0,0.0
19.284,0.0,0.0,0.0,0.0,0.0,0.0
19.305,0.0,0.0,0.0,0.0,0.0,0.0
19.339,0.0,0.0,0.0,0.0,0.0,0.0
19.36,0.0,0.0,0.0,0.0,0.0,0.0
19.382,0.0,0.0,0.0,0.0,0.0,0.0
19.403,0.0,0.0,0.0,0.0,0.0,0.0
19.424,0.0,0.0,0.0,0.0,0.0,0.0
19.458,0.0,0.0,0.0,0.0,0.0,0.0
19.479,0.0,0.0,0.0,0.0,0.0,0.0
19.5,0.0,0.0,0.0,0.0,0.0,0.0
19.521,0.0,0.0,0.0,0.0,0.0,0.0
19.542,0.0,0.0,0.0,0.0,0.0,0.0
19.578,0.0,0.0,0.0,0.0,0.0,0.0
19.599,0.0,0.0,0.0,0.0,0.0,0.0
19.62,0.0,0.0,0.0,0.0,0.0,0.0
19.641,0.0,0.0,0.0,0.0,0.0,0.0
19.662,0.0,0.0,0.0,0.0,0.0,0.0
19.696,0.0,0.0,0.0,0.0,0.0,0.0
19.717,0.0,0.0,0.0,0.0,0.0,0.0
19.738,0.0,0.0,0.0,0.0,0.0,0.0
19.759,0.0,0.0,0.0,0.0,0.0,0.0
19.78,0.0,0.0,0.0,0.0,0.0,0.0
19.815,0.0,0.0,0.0,0.0,0.0,0.0
19.836,0.0,0.0,0.0,0.0,0.0,0.0
19.857,0.0,0.0,0.0,0.0,0.0,0.0
19.878,0.0,0.0,0.0,0.0,0.0,0.0
19.899,0.0,0.0,0.0,0.0,0.0,0.0
19.933,0.0,0.0,0.0,0.0,0.0,0.0
19.954,0.0,0.0,0.0,0.0,0.0,0.0
19.974,0.0,0.0,0.0,0.0,0.0,0.0
19.995,0.0,0.0,0.0,0.0,0.0,0.0
20.016,0.0,0.0,0.0,0.0,0.0,0.0
20.047,0.0,0.0,0.0,0.0,0.0,0.0
20.068,0.0,0.0,0.0,0.0,0.0,0.0
20.089,0.0,0.0,0.0,0.0,0.0,0.0
20.11,0.0,0.0,0.0,0.0,0.0,0.0
20.131,0.0,0.0,0.0,0.0,0.0,0.0
20.165,0.0,0.0,0.0,0.0,0.0,0.0
20.186,0.0,0.0,0.0,0.0,0.0,0.0
20.207,0.0,0.0,0.0,0.0,0.0,0.0
20.228,0.0,0.0,0.0,0.0,0.0,0.0
20.249,0.0,0.0,0.0,0.0,0.0,0.0
20.282,0.0,0.0,0.0,0.0,0.0,0.0
20.303,0.0,0.0,0.0,0.0,0.0,0.0
20.324,0.0,0.0,0.0,0.0,0.0,0.0
20.345,0.0,0.0,0.0,0.0,0.0,0.0
20.366,0.0,0.0,0.0,0.0,0.0,0.0
20.401,0.0,0.0,0.0,0.0,0.0,0.0
20.421,0.0,0.0,0.0,0.0,0.0,0.0
20.442,0.0,0.0,0.0,0.0,0.0,0.0
20.463,0.0,0.0,0.0,0.0,0.0,0.0
20.484,0.0,0.0,0.0,0.0,0.0,0.0
20.52,0.0,0.0,0.0,0.0,0.0,0.0
20.541,0.0,0.0,0.0,0.0,0.0,0.0
20.562,0.0,0.0,0.0,0.0,0.0,0.0
20.583,0.0,0.0,0.0,0.0,0.0,0.0
20.604,0.0,0.0,0.0,0.0,0.0,0.0
20.636,0.0,0.0,0.0,0.0,0.0,0.0
20.657,0.0,0.0,0.0,0.0,0.0,0.0
20.678,0.0,0.0,0.0,0.0,0.0,0.0
20.699,0.0,0.0,0.0,0.0,0.0,0.0
20.72,0.0,0.0,0.0,0.0,0.0,0.0
20.755,0.0,0.0,0.0,0.0,0.0,0.0
20.776,0.0,0.0,0.0,0.0,0.0,0.0
20.797,0.0,0.0,0.0,0.0,0.0,0.0
20.818,0.0,0.0,0.0,0.0,0.0,0.0
20.839,0.0,0.0,0.0,0.0,0.0,0.0
20.876,0.0,0.0,0.0,0.0,0.0,0.0
20.897,0.0,0.0,0.0,0.0,0.0,0.0
20.918,0.0,0.0,0.0,0.0,0.0,0.0
20.939,0.0,0.0,0.0,0.0,0.0,0.0
20.96,0.0,0.0,0.0,0.0,0.0,0.0
20.981,0.0,0.0,0.0,0.0,0.0,0.0
21.002,0.0,0.0,0.0,0.0,0.0,0.0
21.023,0.0,0.0,0.0,0.0,0.0,0.0
21.044,0.0,0.0,0.0,0.0,0.0,0.0
21.086,0.0,0.0,0.0,0.0,0.0,0.0
21.107,0.0,0.0,0.0,0.0,0.0,0.0
21.128,0.0,0.0,0.0,0.0,0.0,0.0
21.149,0.0,0.0,0.0,0.0,0.0,0.0
21.182,0.0,0.0,0.0,0.0,0.0,0.0
21.203,0.0,0.0,0.0,0.0,0.0,0.0
21.224,0.0,0.0,0.0,0.0,0.0,0.0
21.245,0.0,0.0,0.0,0.0,0.0,0.0
21.266,0.0,0.0,0.0,0.0,0.0,0.0
21.3,0.0,0.0,0.0,0.0,0.0,0.0
21.321,0.0,0.0,0.0,0.0,0.0,0.0
21.342,0.0,0.0,0.0,0.0,0.0,0.0
21.363,0.0,0.0,0.0,0.0,0.0,0.0
21.384,0.0,0.0,0.0,0.0,0.0,0.0
21.418,0.0,0.0,0.0,0.0,0.0,0.0
21.439,0.0,0.0,0.0,0.0,0.0,0.0
21.46,0.0,0.0,0.0,0.0,0.0,0.0
21.481,0.0,0.0,0.0,0.0,0.0,0.0
21.502,0.0,0.0,0.0,0.0,0.0,0.0
21.537,0.0,0.0,0.0,0.0,0.0,0.0
21.558,0.0,0.0,0.0,0.0,0.0,0.0
21.579,0.0,0.0,0.0,0.0,0.0,0.0
21.6,0.0,0.0,0.0,0.0,0.0,0.0
21.621,0.0,0.0,0.0,0.0,0.0,0.0
21.656,0.0,0.0,0.0,0.0,0.0,0.0
21.677,0.0,0.0,0.0,0.0,0.0,0.0
21.698,0.0,0.0,0.0,0.0,0.0,0.0
21.719,0.0,0.0,0.0,0.0,0.0,0.0
21.74,0.0,0.0,0.0,0.0,0.0,0.0
21.775,0.0,0.0,0.0,0.0,0.0,0.0
21.796,0.0,0.0,0.0,0.0,0.0,0.0
21.816,0.0,0.0,0.0,0.0,0.0,0.0
21.838,0.0,0.0,0.0,0.0,0.0,0.0
21.858,0.0,0.0,0.0,0.0,0.0,0.0
21.893,0.0,0.0,0.0,0.0,0.0,0.0
21.914,0.0,0.0,0.0,0.0,0.0,0.0
21.935,0.0,0.0,0.0,0.0,0.0,0.0
21.956,0.0,0.0,0.0,0.0,0.0,0.0
21.977,0.0,0.0,0.0,0.0,0.0,0.0
22.015,0.0,0.0,0.0,0.0,0.0,0.0
22.036,0.0,0.0,0.0,0.0,0.0,0.0
22.057,0.0,0.0,0.0,0.0,0.0,0.0
22.078,0.0,0.0,0.0,0.0,0.0,0.0
22.113,0.0,0.0,0.0,0.0,0.0,0.0
22.134,0.0,0.0,0.0,0.0,0.0,0.0
22.154,0.0,0.0,0.0,0.0,0.0,0.0
22.175,0.0,0.0,0.0,0.0,0.0,0.0
22.196,0.0,0.0,0.0,0.0,0.0,0.0
22.232,0.0,0.0,0.0,0.0,0.0,0.0
22.253,0.0,0.0,0.0,0.0,0.0,0.0
22.274,0.0,0.0,0.0,0.0,0.0,0.0
22.294,0.0,0.0,0.0,0.0,0.0,0.0
22.315,0.0,0.0,0.0,0.0,0.0,0.0
22.352,0.0,0.0,0.0,0.0,0.0,0.0
22.373,0.0,0.0,0.0,0.0,0.0,0.0
22.394,0.0,0.0,0.0,0.0,0.0,0.0
22.415,0.0,0.0,0.0,0.0,0.0,0.0
22.435,0.0,0.0,0.0,0.0,0.0,0.0
22.472,0.0,0.0,0.0,0.0,0.0,0.0
22.493,0.0,0.0,0.0,0.0,0.0,0.0
22.514,0.0,0.0,0.0,0.0,0.0,0.0
22.535,0.0,0.0,0.0,0.0,0.0,0.0
22.556,0.0,0.0,0.0,0.0,0.0,0.0
22.591,0.0,0.0,0.0,0.0,0.0,0.0
22.612,0.0,0.0,0.0,0.0,0.0,0.0
22.633,0.0,0.0,0.0,0.0,0.0,0.0
22.654,0.0,0.0,0.0,0.0,0.0,0.0
22.675,0.0,0.0,0.0,0.0,0.0,0.0
22.711,0.0,0.0,0.0,0.0,0.0,0.0
22.732,0.0,0.0,0.0,0.0,0.0,0.0
22.753,0.0,0.0,0.0,0.0,0.0,0.0
22.774,0.0,0.0,0.0,0.0,0.0,0.0
22.795,0.0,0.0,0.0,0.0,0.0,0.0
22.829,0.0,0.0,0.0,0.0,0.0,0.0
22.85,0.0,0.0,0.0,0.0,0.0,0.0
22.871,0.0,0.0,0.0,0.0,0.0,0.0
22.892,0.0,0.0,0.0,0.0,0.0,0.0
22.913,0.0,0.0,0.0,0.0,0.0,0.0
22.949,0.0,0.0,0.0,0.0,0.0,0.0
22.97,0.0,0.0,0.0,0.0,0.0,0.0
22.991,0.0,0.0,0.0,0.0,0.0,0.0
23.012,0.0,0.0,0.0,0.0,0.0,0.0
23.033,0.0,0.0,0.0,0.0,0.0,0.0
23.062,0.0,0.0,0.0,0.0,0.0,0.0
23.084,0.0,0.0,0.0,0.0,0.0,0.0
23.105,0.0,0.0,0.0,0.0,0.0,0.0
23.126,0.0,0.0,0.0,0.0,0.0,0.0
23.147,0.0,0.0,0.0,0.0,0.0,0.0
23.178,0.0,0.0,0.0,0.0,0.0,0.0
23.199,0.0,0.0,0.0,0.0,0.0,0.0
23.22,0.0,0.0,0.0,0.0,0.0,0.0
23.241,0.0,0.0,0.0,0.0,0.0,0.0
23.262,0.0,0.0,0.0,0.0,0.0,0.0
23.295,0.0,0.0,0.0,0.0,0.0,0.0
23.316,0.0,0.0,0.0,0.0,0.0,0.0
