t_sec,id1_shoulder_pan[%],id2_shoulder_lift[%],id3_elbow_flex[mA],id4_wrist_flex[mA],id5_wrist_roll[mA],id6_gripper[mA]
11.487,-0.2,-0.5,0.0,0.0,0.0,0.0
11.508,-0.2,-0.1,0.0,0.0,0.0,0.0
11.529,-0.3,0.2,0.0,0.0,0.0,0.0
11.565,-0.2,0.4,0.0,0.0,0.0,0.0
11.586,-0.1,0.2,0.0,0.0,0.0,0.0
11.607,-0.1,-0.1,0.0,0.0,0.0,0.0
11.628,-0.2,-0.4,0.0,0.0,0.0,0.0
11.649,-0.2,-0.5,0.0,0.0,0.0,0.0
11.683,0.0,-0.3,0.0,0.0,0.0,0.0
11.704,0.0,-0.2,0.0,0.0,0.0,0.0
11.725,0.0,-0.2,0.0,0.0,0.0,0.0
11.746,0.0,-0.1,0.0,0.0,0.0,0.0
11.767,0.0,-0.1,0.0,0.0,0.0,0.0
11.801,0.0,0.0,0.0,0.0,0.0,0.0
11.822,0.0,0.0,0.0,0.0,0.0,0.0
11.843,0.0,0.0,0.0,0.0,0.0,0.0
11.864,0.0,0.0,0.0,0.0,0.0,0.0
11.885,0.0,-0.1,0.0,0.0,0.0,0.0
11.919,-0.1,-0.1,0.0,0.0,0.0,0.0
11.94,-0.1,-0.1,0.0,0.0,0.0,0.0
11.961,-0.1,-0.1,0.0,0.0,0.0,0.0
11.982,-0.1,-0.1,0.0,0.0,0.0,0.0
12.003,-0.1,-0.1,0.0,0.0,0.0,0.0
12.037,-0.1,0.0,0.0,0.0,0.0,0.0
12.058,-0.1,0.0,0.0,0.0,0.0,0.0
12.079,-0.1,0.0,0.0,0.0,0.0,0.0
12.1,0.0,0.0,0.0,0.0,0.0,0.0
12.121,0.0,0.0,0.0,0.0,0.0,0.0
12.154,0.3,0.4,0.0,0.0,0.0,0.0
12.175,0.7,1.3,0.0,0.0,0.0,0.0
12.196,1.0,1.9,0.0,0.0,0.0,0.0
12.217,0.8,1.9,0.0,0.0,0.0,0.0
12.238,0.6,1.8,0.0,0.0,0.0,0.0
12.272,0.3,1.8,0.0,0.0,0.0,0.0
12.293,-0.2,1.3,0.0,0.0,0.0,0.0
12.314,-0.8,-0.2,0.0,0.0,0.0,0.0
12.335,-1.0,-2.0,0.0,0.0,0.0,0.0
12.356,-0.9,-3.2,0.0,0.0,0.0,0.0
12.39,-0.4,-4.1,0.0,0.0,0.0,0.0
12.412,0.0,-3.7,0.0,0.0,0.0,0.0
12.433,0.2,-2.8,0.0,0.0,0.0,0.0
12.454,0.3,-2.2,0.0,0.0,0.0,0.0
12.475,0.4,-1.7,0.0,0.0,0.0,0.0
12.508,0.2,-1.2,0.0,0.0,0.0,0.0
12.529,0.2,-1.1,0.0,0.0,0.0,0.0
12.55,0.1,-0.9,0.0,0.0,0.0,0.0
12.571,0.0,-0.8,0.0,0.0,0.0,0.0
12.592,-0.1,-1.0,0.0,0.0,0.0,0.0
12.627,-0.2,-1.4,0.0,0.0,0.0,0.0
12.648,-0.3,-1.3,0.0,0.0,0.0,0.0
12.669,-0.4,-1.0,0.0,0.0,0.0,0.0
12.69,-0.5,-0.8,0.0,0.0,0.0,0.0
12.711,-0.5,-0.6,0.0,0.0,0.0,0.0
12.745,-0.3,-0.3,0.0,0.0,0.0,0.0
12.766,-0.3,-0.2,0.0,0.0,0.0,0.0
12.787,-0.2,-0.2,0.0,0.0,0.0,0.0
12.808,-0.2,-0.1,0.0,0.0,0.0,0.0
12.829,-0.1,-0.1,0.0,0.0,0.0,0.0
12.863,-0.1,-0.1,0.0,0.0,0.0,0.0
12.884,-0.1,-0.1,0.0,0.0,0.0,0.0
12.905,-0.1,-0.1,0.0,0.0,0.0,0.0
12.926,-0.1,-0.1,0.0,0.0,0.0,0.0
12.947,-0.1,0.0,0.0,0.0,0.0,0.0
12.981,-0.1,0.0,0.0,0.0,0.0,0.0
13.002,-0.1,0.0,0.0,0.0,0.0,0.0
13.023,-0.1,0.0,0.0,0.0,0.0,0.0
13.044,-0.1,0.0,0.0,0.0,0.0,0.0
13.065,-0.1,0.0,0.0,0.0,0.0,0.0
13.099,-0.1,0.0,0.0,0.0,0.0,0.0
13.12,0.0,0.1,0.0,0.0,0.0,0.0
13.141,0.0,0.1,0.0,0.0,0.0,0.0
13.162,0.0,0.0,0.0,0.0,0.0,0.0
13.183,0.0,-0.1,0.0,0.0,0.0,0.0
13.217,0.0,-0.1,0.0,0.0,0.0,0.0
13.238,0.0,-0.1,0.0,0.0,0.0,0.0
13.259,0.0,-0.1,0.0,0.0,0.0,0.0
13.28,0.0,0.0,0.0,0.0,0.0,0.0
13.301,0.0,-0.1,0.0,0.0,0.0,0.0
13.335,0.0,-0.1,0.0,0.0,0.0,0.0
13.356,0.0,-0.1,0.0,0.0,0.0,0.0
13.377,0.0,0.0,0.0,0.0,0.0,0.0
13.398,0.0,0.1,0.0,0.0,0.0,0.0
13.419,0.0,0.1,0.0,0.0,0.0,0.0
13.454,0.0,0.1,0.0,0.0,0.0,0.0
13.475,0.0,0.1,0.0,0.0,0.0,0.0
13.496,0.0,0.1,0.0,0.0,0.0,0.0
13.517,0.0,0.1,0.0,0.0,0.0,0.0
13.538,0.0,0.0,0.0,0.0,0.0,0.0
13.573,0.0,0.0,0.0,0.0,0.0,0.0
13.594,0.0,-0.1,0.0,0.0,0.0,0.0
13.615,0.0,-0.1,0.0,0.0,0.0,0.0
13.636,0.0,-0.1,0.0,0.0,0.0,0.0
13.657,0.0,-0.1,0.0,0.0,0.0,0.0
13.691,0.0,0.0,0.0,0.0,0.0,0.0
13.712,0.0,0.0,0.0,0.0,0.0,0.0
13.733,0.0,0.0,0.0,0.0,0.0,0.0
13.754,0.0,0.2,0.0,0.0,0.0,0.0
13.775,-0.1,0.4,0.0,0.0,0.0,0.0
13.809,-0.1,0.4,0.0,0.0,0.0,0.0
13.83,-0.1,0.4,0.0,0.0,0.0,0.0
13.851,-0.1,0.3,0.0,0.0,0.0,0.0
13.872,-0.1,0.1,0.0,0.0,0.0,0.0
13.892,-0.1,-0.2,0.0,0.0,0.0,0.0
13.928,0.0,-0.6,0.0,0.0,0.0,0.0
13.949,0.0,-0.7,0.0,0.0,0.0,0.0
13.97,0.0,-0.7,0.0,0.0,0.0,0.0
13.991,0.0,-0.6,0.0,0.0,0.0,0.0
14.012,0.0,-0.5,0.0,0.0,0.0,0.0
14.046,0.0,-0.4,0.0,0.0,0.0,0.0
14.067,0.0,-0.3,0.0,0.0,0.0,0.0
14.088,0.0,-0.1,0.0,0.0,0.0,0.0
14.109,0.0,0.1,0.0,0.0,0.0,0.0
14.13,0.0,0.4,0.0,0.0,0.0,0.0
14.164,0.0,0.9,0.0,0.0,0.0,0.0
14.185,0.0,0.9,0.0,0.0,0.0,0.0
14.207,0.0,0.8,0.0,0.0,0.0,0.0
14.228,0.0,0.6,0.0,0.0,0.0,0.0
14.249,0.1,0.5,0.0,0.0,0.0,0.0
14.283,0.1,0.3,0.0,0.0,0.0,0.0
14.304,0.2,0.2,0.0,0.0,0.0,0.0
14.325,0.2,0.1,0.0,0.0,0.0,0.0
14.346,0.2,0.1,0.0,0.0,0.0,0.0
14.367,0.2,0.0,0.0,0.0,0.0,0.0
14.399,0.1,-0.1,0.0,0.0,0.0,0.0
14.42,0.0,-0.1,0.0,0.0,0.0,0.0
14.441,0.0,-0.2,0.0,0.0,0.0,0.0
14.462,0.1,-0.4,0.0,0.0,0.0,0.0
14.483,0.1,-0.7,0.0,0.0,0.0,0.0
14.52,0.0,-1.0,0.0,0.0,0.0,0.0
14.541,-0.1,-0.8,0.0,0.0,0.0,0.0
14.562,-0.1,-0.6,0.0,0.0,0.0,0.0
14.583,-0.1,-0.5,0.0,0.0,0.0,0.0
14.616,-0.1,-0.3,0.0,0.0,0.0,0.0
14.637,-0.2,-0.2,0.0,0.0,0.0,0.0
14.658,-0.3,0.0,0.0,0.0,0.0,0.0
14.679,-0.2,0.2,0.0,0.0,0.0,0.0
14.7,-0.2,0.6,0.0,0.0,0.0,0.0
14.734,-0.1,0.9,0.0,0.0,0.0,0.0
14.755,-0.2,0.9,0.0,0.0,0.0,0.0
14.776,-0.2,0.7,0.0,0.0,0.0,0.0
14.797,-0.1,0.5,0.0,0.0,0.0,0.0
14.818,-0.1,0.4,0.0,0.0,0.0,0.0
14.853,-0.1,0.2,0.0,0.0,0.0,0.0
14.874,0.0,0.2,0.0,0.0,0.0,0.0
14.895,0.0,0.1,0.0,0.0,0.0,0.0
14.916,0.0,0.0,0.0,0.0,0.0,0.0
14.937,0.0,-0.1,0.0,0.0,0.0,0.0
14.971,-0.1,-0.1,0.0,0.0,0.0,0.0
14.992,-0.1,0.0,0.0,0.0,0.0,0.0
15.013,-0.2,0.0,0.0,0.0,0.0,0.0
15.034,-0.2,0.0,0.0,0.0,0.0,0.0
15.055,-0.1,0.0,0.0,0.0,0.0,0.0
15.09,-0.1,0.0,0.0,0.0,0.0,0.0
15.111,-0.1,0.0,0.0,0.0,0.0,0.0
15.132,-0.1,0.0,0.0,0.0,0.0,0.0
15.153,-0.1,0.0,0.0,0.0,0.0,0.0
15.174,0.0,0.0,0.0,0.0,0.0,0.0
15.208,0.0,0.0,0.0,0.0,0.0,0.0
15.229,0.0,0.0,0.0,0.0,0.0,0.0
15.25,0.0,0.0,0.0,0.0,0.0,0.0
15.271,0.0,0.0,0.0,0.0,0.0,0.0
15.292,0.0,0.0,0.0,0.0,0.0,0.0
15.326,0.0,0.0,0.0,0.0,0.0,0.0
15.347,0.0,0.0,0.0,0.0,0.0,0.0
15.368,0.0,0.0,0.0,0.0,0.0,0.0
15.389,0.0,0.0,0.0,0.0,0.0,0.0
15.41,0.0,0.0,0.0,0.0,0.0,0.0
15.445,0.0,0.0,0.0,0.0,0.0,0.0
15.465,0.0,0.0,0.0,0.0,0.0,0.0
15.486,0.0,0.0,0.0,0.0,0.0,0.0
15.507,0.0,0.0,0.0,0.0,0.0,0.0
15.528,0.0,0.0,0.0,0.0,0.0,0.0
15.563,0.0,0.0,0.0,0.0,0.0,0.0
15.584,0.0,0.0,0.0,0.0,0.0,0.0
15.605,0.0,0.0,0.0,0.0,0.0,0.0
15.626,0.0,-0.1,0.0,0.0,0.0,0.0
15.647,0.0,-0.1,0.0,0.0,0.0,0.0
15.682,0.0,-0.1,0.0,0.0,0.0,0.0
15.703,0.0,-0.1,0.0,0.0,0.0,0.0
15.724,0.0,-0.1,0.0,0.0,0.0,0.0
15.745,0.0,-0.1,0.0,0.0,0.0,0.0
15.766,0.0,0.0,0.0,0.0,0.0,0.0
15.801,0.4,0.1,0.0,0.0,0.0,0.0
15.822,0.5,0.1,0.0,0.0,0.0,0.0
15.843,0.4,0.1,0.0,0.0,0.0,0.0
15.864,0.3,0.1,0.0,0.0,0.0,0.0
15.885,0.2,0.0,0.0,0.0,0.0,0.0
15.92,0.1,0.0,0.0,0.0,0.0,0.0
15.941,0.1,0.0,0.0,0.0,0.0,0.0
15.962,0.0,0.0,0.0,0.0,0.0,0.0
15.983,-0.1,0.0,0.0,0.0,0.0,0.0
16.004,-0.2,0.0,0.0,0.0,0.0,0.0
16.038,-0.3,0.0,0.0,0.0,0.0,0.0
16.059,-0.3,0.0,0.0,0.0,0.0,0.0
16.08,-0.2,0.0,0.0,0.0,0.0,0.0
16.101,-0.3,0.0,0.0,0.0,0.0,0.0
16.122,-0.2,0.0,0.0,0.0,0.0,0.0
16.155,-0.2,0.0,0.0,0.0,0.0,0.0
16.176,-0.2,0.0,0.0,0.0,0.0,0.0
16.197,-0.2,0.0,0.0,0.0,0.0,0.0
16.218,-0.2,0.0,0.0,0.0,0.0,0.0
16.239,-0.3,0.1,0.0,0.0,0.0,0.0
16.278,-0.2,0.1,0.0,0.0,0.0,0.0
16.299,-0.1,0.1,0.0,0.0,0.0,0.0
16.32,-0.1,0.0,0.0,0.0,0.0,0.0
16.341,-0.1,-0.1,0.0,0.0,0.0,0.0
16.374,-0.1,-0.1,0.0,0.0,0.0,0.0
16.395,-0.1,-0.1,0.0,0.0,0.0,0.0
16.416,-0.1,-0.1,0.0,0.0,0.0,0.0
16.437,0.0,-0.1,0.0,0.0,0.0,0.0
16.458,0.0,-0.1,0.0,0.0,0.0,0.0
16.493,0.0,-0.1,0.0,0.0,0.0,0.0
16.514,0.0,-0.1,0.0,0.0,0.0,0.0
16.535,0.0,-0.1,0.0,0.0,0.0,0.0
16.556,-0.1,0.0,0.0,0.0,0.0,0.0
16.577,-0.2,0.0,0.0,0.0,0.0,0.0
16.611,-0.2,0.0,0.0,0.0,0.0,0.0
16.632,-0.2,0.1,0.0,0.0,0.0,0.0
16.653,-0.1,0.1,0.0,0.0,0.0,0.0
16.674,0.0,0.2,0.0,0.0,0.0,0.0
16.695,0.0,0.2,0.0,0.0,0.0,0.0
16.732,0.1,0.7,0.0,0.0,0.0,0.0
16.753,0.1,1.2,0.0,0.0,0.0,0.0
16.774,0.1,1.8,0.0,0.0,0.0,0.0
16.795,0.2,2.4,0.0,0.0,0.0,0.0
16.816,0.2,2.9,0.0,0.0,0.0,0.0
16.851,0.1,3.3,0.0,0.0,0.0,0.0
16.872,0.1,2.9,0.0,0.0,0.0,0.0
16.893,0.0,2.3,0.0,0.0,0.0,0.0
16.914,0.0,1.6,0.0,0.0,0.0,0.0
16.935,0.0,1.1,0.0,0.0,0.0,0.0
16.97,-0.1,0.6,0.0,0.0,0.0,0.0
16.991,-0.1,0.5,0.0,0.0,0.0,0.0
17.012,-0.1,0.6,0.0,0.0,0.0,0.0
17.033,-0.1,0.6,0.0,0.0,0.0,0.0
17.054,-0.1,0.6,0.0,0.0,0.0,0.0
17.089,-0.2,0.5,0.0,0.0,0.0,0.0
17.11,-0.1,0.4,0.0,0.0,0.0,0.0
17.131,-0.2,0.3,0.0,0.0,0.0,0.0
17.152,-0.2,0.2,0.0,0.0,0.0,0.0
17.173,-0.1,0.1,0.0,0.0,0.0,0.0
17.209,-0.2,0.2,0.0,0.0,0.0,0.0
17.23,-0.1,0.1,0.0,0.0,0.0,0.0
17.251,-0.1,0.1,0.0,0.0,0.0,0.0
17.272,-0.1,0.1,0.0,0.0,0.0,0.0
17.293,0.0,0.1,0.0,0.0,0.0,0.0
17.328,0.3,0.0,0.0,0.0,0.0,0.0
17.349,0.3,0.0,0.0,0.0,0.0,0.0
17.37,0.2,0.1,0.0,0.0,0.0,0.0
17.391,0.1,0.1,0.0,0.0,0.0,0.0
17.412,0.1,0.0,0.0,0.0,0.0,0.0
17.447,0.0,0.0,0.0,0.0,0.0,0.0
17.468,0.0,0.0,0.0,0.0,0.0,0.0
17.489,0.0,0.0,0.0,0.0,0.0,0.0
17.51,0.0,-0.1,0.0,0.0,0.0,0.0
17.531,0.0,-0.1,0.0,0.0,0.0,0.0
17.566,0.0,-0.1,0.0,0.0,0.0,0.0
17.587,0.0,-0.1,0.0,0.0,0.0,0.0
17.608,0.1,0.0,0.0,0.0,0.0,0.0
17.629,0.3,0.1,0.0,0.0,0.0,0.0
17.65,0.4,0.2,0.0,0.0,0.0,0.0
17.686,0.0,0.6,0.0,0.0,0.0,0.0
17.707,-0.1,0.8,0.0,0.0,0.0,0.0
17.728,-0.2,1.1,0.0,0.0,0.0,0.0
17.749,-0.2,1.4,0.0,0.0,0.0,0.0
17.77,-0.3,1.6,0.0,0.0,0.0,0.0
17.805,-0.2,1.8,0.0,0.0,0.0,0.0
17.826,-0.2,1.8,0.0,0.0,0.0,0.0
17.847,-0.1,1.7,0.0,0.0,0.0,0.0
17.868,-0.1,1.4,0.0,0.0,0.0,0.0
17.889,-0.2,1.1,0.0,0.0,0.0,0.0
17.924,-0.1,0.7,0.0,0.0,0.0,0.0
17.945,-0.1,0.5,0.0,0.0,0.0,0.0
17.966,-0.1,0.3,0.0,0.0,0.0,0.0
17.988,-0.1,0.2,0.0,0.0,0.0,0.0
18.009,0.0,0.2,0.0,0.0,0.0,0.0
18.044,0.1,0.1,0.0,0.0,0.0,0.0
18.065,0.1,0.0,0.0,0.0,0.0,0.0
18.086,0.1,-0.1,0.0,0.0,0.0,0.0
18.107,0.0,0.0,0.0,0.0,0.0,0.0
18.128,0.0,0.0,0.0,0.0,0.0,0.0
18.163,0.0,0.0,0.0,0.0,0.0,0.0
18.184,0.0,0.0,0.0,0.0,0.0,0.0
18.205,0.0,0.0,0.0,0.0,0.0,0.0
18.226,0.0,0.0,0.0,0.0,0.0,0.0
18.247,0.0,0.0,0.0,0.0,0.0,0.0
18.283,0.0,0.0,0.0,0.0,0.0,0.0
18.304,0.0,0.0,0.0,0.0,0.0,0.0
18.325,0.0,0.0,0.0,0.0,0.0,0.0
18.346,0.0,0.0,0.0,0.0,0.0,0.0
18.367,0.0,0.0,0.0,0.0,0.0,0.0
18.402,0.1,0.0,0.0,0.0,0.0,0.0
18.423,0.2,0.0,0.0,0.0,0.0,0.0
18.444,0.2,0.0,0.0,0.0,0.0,0.0
18.465,0.2,0.0,0.0,0.0,0.0,0.0
18.486,0.1,0.0,0.0,0.0,0.0,0.0
18.521,-0.1,0.0,0.0,0.0,0.0,0.0
18.542,-0.1,0.0,0.0,0.0,0.0,0.0
18.563,-0.2,0.0,0.0,0.0,0.0,0.0
18.584,-0.2,-0.1,0.0,0.0,0.0,0.0
18.605,-0.2,-0.2,0.0,0.0,0.0,0.0
18.64,0.0,-0.2,0.0,0.0,0.0,0.0
18.661,0.0,-0.1,0.0,0.0,0.0,0.0
18.682,0.0,-0.1,0.0,0.0,0.0,0.0
18.703,0.0,-0.1,0.0,0.0,0.0,0.0
18.724,0.0,-0.1,0.0,0.0,0.0,0.0
18.759,0.0,-0.1,0.0,0.0,0.0,0.0
18.78,0.0,-0.2,0.0,0.0,0.0,0.0
18.801,0.0,-0.1,0.0,0.0,0.0,0.0
18.822,0.0,-0.1,0.0,0.0,0.0,0.0
18.843,0.0,-0.1,0.0,0.0,0.0,0.0
18.878,0.0,-0.1,0.0,0.0,0.0,0.0
18.899,0.0,-0.1,0.0,0.0,0.0,0.0
18.92,-0.1,-0.1,0.0,0.0,0.0,0.0
18.941,-0.1,0.0,0.0,0.0,0.0,0.0
18.962,-0.1,0.0,0.0,0.0,0.0,0.0
18.997,-0.1,0.0,0.0,0.0,0.0,0.0
19.018,-0.1,0.0,0.0,0.0,0.0,0.0
19.039,-0.1,0.0,0.0,0.0,0.0,0.0
19.06,-0.1,0.0,0.0,0.0,0.0,0.0
19.081,0.0,0.0,0.0,0.0,0.0,0.0
19.116,0.0,0.0,0.0,0.0,0.0,0.0
19.137,0.0,0.0,0.0,0.0,0.0,0.0
19.158,0.0,0.0,0.0,0.0,0.0,0.0
19.179,0.0,0.0,0.0,0.0,0.0,0.0
19.2,0.0,0.0,0.0,0.0,0.0,0.0
19.236,0.0,0.0,0.0,0.0,0.0,0.0
19.257,0.0,0.0,0.0,0.0,0.0,0.0
19.278,0.0,0.0,0.0,0.0,0.0,0.0
19.299,0.0,0.0,0.0,0.0,0.0,0.0
19.32,0.0,0.0,0.0,0.0,0.0,0.0
19.355,0.0,0.0,0.0,0.0,0.0,0.0
19.376,0.0,0.0,0.0,0.0,0.0,0.0
19.397,0.0,0.0,0.0,0.0,0.0,0.0
19.418,0.0,0.0,0.0,0.0,0.0,0.0
19.439,0.0,0.0,0.0,0.0,0.0,0.0
19.475,0.0,0.0,0.0,0.0,0.0,0.0
19.496,0.0,0.0,0.0,0.0,0.0,0.0
19.517,0.0,0.0,0.0,0.0,0.0,0.0
19.538,0.0,0.0,0.0,0.0,0.0,0.0
19.559,0.0,-0.1,0.0,0.0,0.0,0.0
19.595,0.0,-0.1,0.0,0.0,0.0,0.0
19.616,0.0,-0.1,0.0,0.0,0.0,0.0
19.637,0.0,-0.1,0.0,0.0,0.0,0.0
19.658,0.0,-0.1,0.0,0.0,0.0,0.0
19.679,0.0,-0.1,0.0,0.0,0.0,0.0
19.715,0.0,0.0,0.0,0.0,0.0,0.0
19.736,0.0,0.0,0.0,0.0,0.0,0.0
19.757,0.0,0.0,0.0,0.0,0.0,0.0
19.778,0.0,0.0,0.0,0.0,0.0,0.0
19.799,0.0,0.0,0.0,0.0,0.0,0.0
19.834,0.0,0.0,0.0,0.0,0.0,0.0
19.855,0.0,0.0,0.0,0.0,0.0,0.0
19.876,0.0,0.0,0.0,0.0,0.0,0.0
19.897,0.0,0.0,0.0,0.0,0.0,0.0
19.918,-0.1,0.0,0.0,0.0,0.0,0.0
19.953,-0.2,0.0,0.0,0.0,0.0,0.0
19.974,-0.2,0.0,0.0,0.0,0.0,0.0
19.995,-0.2,0.0,0.0,0.0,0.0,0.0
20.016,-0.2,0.0,0.0,0.0,0.0,0.0
20.037,-0.1,0.0,0.0,0.0,0.0,0.0
20.073,-0.1,0.1,0.0,0.0,0.0,0.0
20.094,-0.1,0.2,0.0,0.0,0.0,0.0
20.115,0.0,0.2,0.0,0.0,0.0,0.0
20.136,0.0,0.1,0.0,0.0,0.0,0.0
20.156,0.0,0.1,0.0,0.0,0.0,0.0
20.192,0.1,0.1,0.0,0.0,0.0,0.0
20.213,0.1,0.1,0.0,0.0,0.0,0.0
20.234,0.2,0.1,0.0,0.0,0.0,0.0
20.255,0.1,0.0,0.0,0.0,0.0,0.0
20.276,0.1,0.1,0.0,0.0,0.0,0.0
20.312,0.0,0.1,0.0,0.0,0.0,0.0
20.333,0.0,0.1,0.0,0.0,0.0,0.0
20.354,0.0,0.3,0.0,0.0,0.0,0.0
20.375,0.0,0.7,0.0,0.0,0.0,0.0
20.396,0.0,1.4,0.0,0.0,0.0,0.0
20.432,0.0,2.5,0.0,0.0,0.0,0.0
20.453,-0.1,2.9,0.0,0.0,0.0,0.0
20.474,-0.2,3.3,0.0,0.0,0.0,0.0
20.495,-0.3,3.4,0.0,0.0,0.0,0.0
20.516,-0.3,3.1,0.0,0.0,0.0,0.0
20.551,-0.3,2.2,0.0,0.0,0.0,0.0
20.572,-0.3,1.7,0.0,0.0,0.0,0.0
20.593,-0.2,1.3,0.0,0.0,0.0,0.0
20.614,-0.2,0.9,0.0,0.0,0.0,0.0
20.635,-0.1,0.7,0.0,0.0,0.0,0.0
20.67,-0.1,0.5,0.0,0.0,0.0,0.0
20.691,-0.1,0.4,0.0,0.0,0.0,0.0
20.712,-0.1,0.3,0.0,0.0,0.0,0.0
20.733,-0.1,0.2,0.0,0.0,0.0,0.0
20.754,-0.1,0.1,0.0,0.0,0.0,0.0
20.79,0.0,0.1,0.0,0.0,0.0,0.0
20.811,0.0,0.0,0.0,0.0,0.0,0.0
20.832,0.0,0.0,0.0,0.0,0.0,0.0
20.853,0.0,0.0,0.0,0.0,0.0,0.0
20.874,0.0,0.0,0.0,0.0,0.0,0.0
20.91,0.0,0.0,0.0,0.0,0.0,0.0
20.931,0.0,0.0,0.0,0.0,0.0,0.0
20.952,0.0,-0.1,0.0,0.0,0.0,0.0
20.973,0.0,-0.1,0.0,0.0,0.0,0.0
20.994,0.0,-0.1,0.0,0.0,0.0,0.0
21.03,0.0,-0.2,0.0,0.0,0.0,0.0
21.051,0.0,-0.2,0.0,0.0,0.0,0.0
21.072,0.0,-0.1,0.0,0.0,0.0,0.0
21.093,0.0,-0.1,0.0,0.0,0.0,0.0
21.114,0.0,-0.1,0.0,0.0,0.0,0.0
21.148,0.0,0.0,0.0,0.0,0.0,0.0
21.169,0.0,0.0,0.0,0.0,0.0,0.0
21.19,0.0,0.0,0.0,0.0,0.0,0.0
21.211,-0.1,0.0,0.0,0.0,0.0,0.0
21.232,-0.1,-0.1,0.0,0.0,0.0,0.0
21.267,-0.1,-0.1,0.0,0.0,0.0,0.0
21.288,-0.1,-0.2,0.0,0.0,0.0,0.0
21.309,-0.1,-0.2,0.0,0.0,0.0,0.0
21.33,-0.1,-0.1,0.0,0.0,0.0,0.0
21.351,-0.1,-0.1,0.0,0.0,0.0,0.0
21.386,0.0,-0.1,0.0,0.0,0.0,0.0
21.407,0.0,0.0,0.0,0.0,0.0,0.0
21.428,0.0,0.0,0.0,0.0,0.0,0.0
21.449,0.0,0.0,0.0,0.0,0.0,0.0
21.47,0.0,0.0,0.0,0.0,0.0,0.0
21.505,0.0,0.0,0.0,0.0,0.0,0.0
21.526,0.0,0.0,0.0,0.0,0.0,0.0
21.547,0.0,0.0,0.0,0.0,0.0,0.0
21.568,0.0,0.0,0.0,0.0,0.0,0.0
21.589,0.0,0.0,0.0,0.0,0.0,0.0
21.624,0.0,0.0,0.0,0.0,0.0,0.0
21.645,0.0,0.0,0.0,0.0,0.0,0.0
21.666,0.0,0.0,0.0,0.0,0.0,0.0
21.687,0.0,0.0,0.0,0.0,0.0,0.0
21.708,0.0,0.0,0.0,0.0,0.0,0.0
21.743,0.0,0.0,0.0,0.0,0.0,0.0
21.764,0.0,0.0,0.0,0.0,0.0,0.0
21.786,0.0,0.0,0.0,0.0,0.0,0.0
21.807,0.0,0.0,0.0,0.0,0.0,0.0
21.828,0.0,0.0,0.0,0.0,0.0,0.0
21.864,0.0,0.0,0.0,0.0,0.0,0.0
21.885,0.0,0.0,0.0,0.0,0.0,0.0
21.906,0.0,0.0,0.0,0.0,0.0,0.0
21.927,0.0,0.0,0.0,0.0,0.0,0.0
21.948,0.0,0.0,0.0,0.0,0.0,0.0
21.983,0.0,0.0,0.0,0.0,0.0,0.0
22.004,0.0,0.0,0.0,0.0,0.0,0.0
22.025,0.0,0.0,0.0,0.0,0.0,0.0
22.046,0.0,0.0,0.0,0.0,0.0,0.0
22.067,0.0,0.0,0.0,0.0,0.0,0.0
22.103,0.1,-0.1,0.0,0.0,0.0,0.0
22.124,0.0,-0.1,0.0,0.0,0.0,0.0
22.145,0.0,-0.1,0.0,0.0,0.0,0.0
22.166,0.0,-0.1,0.0,0.0,0.0,0.0
22.187,0.0,-0.1,0.0,0.0,0.0,0.0
22.223,0.0,-0.1,0.0,0.0,0.0,0.0
22.244,0.0,-0.1,0.0,0.0,0.0,0.0
22.265,0.0,-0.2,0.0,0.0,0.0,0.0
22.286,0.0,-0.5,0.0,0.0,0.0,0.0
22.307,0.0,-0.9,0.0,0.0,0.0,0.0
22.342,0.0,-1.1,0.0,0.0,0.0,0.0
22.363,0.0,-1.0,0.0,0.0,0.0,0.0
22.384,0.0,-0.8,0.0,0.0,0.0,0.0
22.405,0.0,-0.6,0.0,0.0,0.0,0.0
22.426,0.0,-0.5,0.0,0.0,0.0,0.0
22.462,0.0,-0.3,0.0,0.0,0.0,0.0
22.483,0.0,-0.2,0.0,0.0,0.0,0.0
22.504,0.0,-0.2,0.0,0.0,0.0,0.0
22.525,0.0,-0.1,0.0,0.0,0.0,0.0
22.546,0.0,0.0,0.0,0.0,0.0,0.0
22.581,0.0,0.0,0.0,0.0,0.0,0.0
22.602,0.0,0.0,0.0,0.0,0.0,0.0
22.623,-0.1,0.0,0.0,0.0,0.0,0.0
22.644,-0.1,-0.1,0.0,0.0,0.0,0.0
22.665,0.0,-0.1,0.0,0.0,0.0,0.0
22.7,0.0,-0.1,0.0,0.0,0.0,0.0
22.721,-0.1,-0.1,0.0,0.0,0.0,0.0
22.742,-0.1,-0.1,0.0,0.0,0.0,0.0
22.763,-0.1,-0.1,0.0,0.0,0.0,0.0
22.784,-0.1,-0.1,0.0,0.0,0.0,0.0
22.82,-0.1,0.0,0.0,0.0,0.0,0.0
22.841,-0.1,0.0,0.0,0.0,0.0,0.0
22.862,-0.1,0.1,0.0,0.0,0.0,0.0
22.883,0.0,0.2,0.0,0.0,0.0,0.0
22.904,0.0,0.4,0.0,0.0,0.0,0.0
22.94,0.0,0.6,0.0,0.0,0.0,0.0
22.961,0.0,0.7,0.0,0.0,0.0,0.0
22.982,0.0,0.7,0.0,0.0,0.0,0.0
23.003,0.0,0.6,0.0,0.0,0.0,0.0
